    192 3513046.422 5279881.422 399.338
    193 3513046.130 5279881.186 399.316
    194 3513045.855 5279880.861 399.315
    195 3513045.800 5279880.625 399.376
    196 3513045.665 5279880.436 399.452
    197 3513045.476 5279880.472 399.405
    198 3513045.476 5279880.472 399.405
    199 Open object (line) with straight edges and no feature ID
    200 1_LI_W_0 $ X 3513043.350 Y 5279868.595 Z 399.064
    201 3513042.754 5279869.237 399.106
    202 3513042.246 5279869.744 399.118
    203 3513041.857 5279870.081 399.123
    204 3513041.499 5279869.773 399.135
    205 3513041.140 5279869.436 399.132
    206 3513041.146 5279869.437 399.133
    207 Open object (line) with straight edges and feature ID
    208 1_LI_W_104 $ X 3513038.430 Y 5279872.154 Z 399.129
    209 3513038.552 5279872.279 399.132
    210 3513038.723 5279872.278 399.108
    211 3513038.821 5279872.140 399.129
    212 3513038.837 5279871.985 399.129
    213 3513038.776 5279871.875 399.149
    214 3513038.775 5279871.875 399.149
    215 Open uncertain object (line) with no feature ID
    216 1_US_W_0 $ X 3513045.855 Y 5279881.310 Z 398.728
    217 3513045.809 5279881.414 398.732
    218 3513045.881 5279881.503 398.726
    218 3513045.770 5279881.631 398.712
    220 3513045.711 5279881.716 398.704
    221 3513045.645 5279881.760 398.715
    222 3513045.588 5279881.830 398.723
    223 3513045.528 5279881.882 398.715
    224 3513045.451 5279881.936 398.717
    225 3513045.354 5279882.052 398.731
    226 3513045.274 5279882.132 398.707
    227 3513045.194 5279882.207 398.745
    228 3513045.119 5279882.294 398.724
    229 3513044.956 5279882.471 398.717
    230 3513044.812 5279882.589 398.733
    231 3513044.746 5279882.681 398.739
    232 3513044.602 5279882.828 398.759
    233 3513044.396 5279882.962 398.727
    234 3513044.241 5279883.163 398.715
    235 3513044.131 5279883.242 398.725
    236 3513044.027 5279883.368 398.731
    237 3513043.930 5279883.459 398.754
    238 3513043.833 5279883.548 398.736
    239 3513043.722 5279883.667 398.739
    240 3513043.638 5279883.773 398.736
    241 3513043.532 5279883.887 398.733
    242 3513043.656 5279884.081 398.709
    243 3513043.919 5279884.358 398.726
    244 3513044.198 5279884.758 398.779
    245 3513044.200 5279884.758 398.779
    246 Open uncertain object (line) with feature ID
    247 1_US_W_104 $ X 3513045.573 Y 5279879.117 Z 399.284
    248 3513045.299 5279878.865 399.448
    249 3513045.114 5279878.657 399.537
    250 3513045.575 5279878.151 399.530
    251 3513045.989 5279877.742 399.546
    252 3513046.214 5279877.924 399.523
    253 3513046.494 5279878.184 399.390
    254 3513046.497 5279878.180 399.389
    255 Artefact locations without IDs
    256 1_AU_FZ_0 . X 3513040.585 Y 5279881.854 Z 399.102
    257 1_AG_FZ_0 . X 3513048.410 Y 5279873.696 Z 399.100
    258 1_BR_FZ_0 . X 3513048.116 Y 5279874.035 Z 399.103
    259 1_CK_FZ_0 . X 3513047.542 Y 5279874.628 Z 399.103
    260 1_FE_FZ_0 . X 3513046.908 Y 5279875.294 Z 399.105
    261 1_GL_FZ_0 . X 3513046.304 Y 5279875.924 Z 399.103
    262 1_HK_FZ_0 . X 3513045.707 Y 5279876.567 Z 399.099
    263 1_HZ_FZ_0 . X 3513045.149 Y 5279877.161 Z 399.097
    264 1_KE_FZ_0 . X 3513044.576 Y 5279877.767 Z 399.097
    265 1_KN_FZ_0 . X 3513044.019 Y 5279878.369 Z 399.096
    266 1_MU_FZ_0 . X 3513043.474 Y 5279878.961 Z 399.093
    267 1_PB_FZ_0 . X 3513042.951 Y 5279879.490 Z 399.095
    268 1_SG_FZ_0 . X 3513042.446 Y 5279880.020 Z 399.093
    269 1_ST_FZ_0 . X 3513041.959 Y 5279880.517 Z 399.092
    270 1_SX_FZ_0 . X 3513041.434 Y 5279881.080 Z 399.099
    271 1_ZI_FZ_0 . X 3513040.969 Y 5279881.467 Z 399.101
    272 Artefact locations with IDs
    273 1_AU_FZ_110 . X 3513047.973 Y 5279872.838 Z 399.400
    274 1_AG_FZ_111 . X 3513047.409 Y 5279873.409 Z 399.407
    275 1_BR_FZ_112 . X 3513046.911 Y 5279873.934 Z 399.402
    276 1_CK_FZ_113 . X 3513046.440 Y 5279874.428 Z 399.403
    277 1_FE_FZ_114 . X 3513045.997 Y 5279874.886 Z 399.338
    278 1_GL_FZ_115 . X 3513045.734 Y 5279875.170 Z 399.431
    279 1_HK_FZ_116 . X 3513045.217 Y 5279875.739 Z 399.406
    280 1_HZ_FZ_117 . X 3513044.701 Y 5279876.277 Z 399.330
    280 1_HZ_FZ_117 . X 3513044.701 Y 5279876.277 Z 399.330
    281 1_KE_FZ_118 . X 3513044.450 Y 5279876.500 Z 399.404
    282 1_KN_FZ_119 . X 3513044.197 Y 5279876.814 Z 399.392
    283 1_MU_FZ_120 . X 3513043.759 Y 5279877.249 Z 399.423
    284 1_PB_FZ_121 . X 3513043.342 Y 5279877.710 Z 399.389
    285 1_SG_FZ_122 . X 3513043.100 Y 5279878.000 Z 399.375
    286 1_ST_FZ_123 . X 3513042.773 Y 5279878.287 Z 399.387
    287 1_SX_FZ_124 . X 3513042.384 Y 5279878.688 Z 399.420
    288 1_ZI_FZ_125 . X 3513041.917 Y 5279879.207 Z 399.420
    289 Control points
    290 1_FG_P_0 . X 3513039.601 Y 5279881.625 Z 399.375
    291 1_FG_200 . X 3513039.099 Y 5279882.141 Z 399.325
    292 (Optional control point - no comment)
    293 Topsoil surface
    294 1_HO_P_0 . X 3513041.411 Y 5279879.736 Z 399.425
    295 Levelling
    296 1_NI_P_0 . X 3513040.845 Y 5279880.319 Z 399.440
    297 Text/Note
    298 (unsure how to process code "TI". Add text to field "AUX"?
    297 1_TI_Testplan_0 . X 3513043.456 Y 5279871.035 Z 399.435
    298 Cross section points with no ID
    299 1_PR_A_0 . X 3513043.301 Y 5279872.328 Z 399.103
    300 1_PR_B_0 . X 3513042.661 Y 5279873.043 Z 399.077
    298 Cross section points with ID
    299 1_PR_A_10 . X 3513044.301 Y 5279873.328 Z 399.103
    300 1_PR_B_10 . X 3513043.661 Y 5279874.043 Z 399.077
