     57 1_US_W_102                  X   3513046.372 Y   5279872.698 Z   399.077
     58 1_US_W_102                  X   3513046.332 Y   5279872.675 Z   399.085
     59 1_US_W_102                  X   3513046.250 Y   5279872.711 Z   399.087
     60 1_US_W_102                  X   3513046.195 Y   5279872.714 Z   399.074
     61 1_US_W_102                  X   3513046.126 Y   5279872.660 Z   399.079
     62 1_US_W_102                  X   3513046.057 Y   5279872.687 Z   399.086
     63 1_US_W_102                  X   3513045.912 Y   5279872.838 Z   399.086
     64 1_US_W_102                  X   3513045.914 Y   5279872.894 Z   399.087
     65 1_US_W_102                  X   3513045.914 Y   5279872.896 Z   399.087
     00 SNAPPING TESTS 1
     01 1_US_W_103                  X   3513042.184 Y   5279875.820 Z   399.085
     02 1_US_W_103                  X   3513041.849 Y   5279875.496 Z   399.086
     03 1_US_W_103                  X   3513041.818 Y   5279875.301 Z   399.086
     04 1_US_W_103                  X   3513041.564 Y   5279875.350 Z   399.086
     05 1_US_W_103                  X   3513041.355 Y   5279875.698 Z   400.000
     06 1_US_W_103                  X   3513041.613 Y   5279875.858 Z   401.000
     07 1_US_W_103                  X   3513042.327 Y   5279875.956 Z   400.000
     08 1_US_W_103                  X   3513042.184 Y   5279875.827 Z   399.087
     00 SNAPPING TESTS 2
     01 1_US_W_105                  X   3513042.034 Y   5279875.036 Z   399.085
     02 1_US_W_105                  X   3513042.076 Y   5279875.008 Z   399.086
     03 1_US_W_105                  X   3513042.375 Y   5279874.889 Z   399.086
     04 1_US_W_105                  X   3513042.417 Y   5279874.778 Z   399.086
     05 1_US_W_105                  X   3513042.282 Y   5279874.674 Z   400.000
     06 1_US_W_105                  X   3513042.079 Y   5279874.656 Z   401.000
     07 1_US_W_105                  X   3513041.769 Y   5279874.844 Z   400.000
     08 1_US_W_105                  X   3513041.923 Y   5279875.022 Z   400.000
     09 1_US_W_105                  X   3513042.034 Y   5279875.036 Z   399.087
     00 SNAPPING TESTS 3
     01 1_US_W_107                  X   3513042.853 Y   5279875.715 Z   399.085
     02 1_US_W_107                  X   3513043.052 Y   5279875.621 Z   399.086
     03 1_US_W_107                  X   3513043.017 Y   5279875.276 Z   399.086
     04 1_US_W_107                  X   3513042.668 Y   5279875.172 Z   399.086
     05 1_US_W_107                  X   3513042.511 Y   5279875.395 Z   400.000
     06 1_US_W_107                  X   3513042.466 Y   5279875.398 Z   401.000
     07 1_US_W_107                  X   3513042.466 Y   5279875.444 Z   400.000
     08 1_US_W_107                  X   3513042.456 Y   5279875.458 Z   400.000
     09 1_US_W_107                  X   3513042.853 Y   5279875.715 Z   399.087     
    129 LINES
    130 Rounded open object (line) without feature ID
    172 1_LO_W_0                    X   3513046.090 Y   5279881.499 Z   398.669
    173 1_LO_W_0                    X   3513046.058 Y   5279881.801 Z   398.668
    174 1_LO_W_0                    X   3513045.910 Y   5279881.899 Z   398.669
    175 1_LO_W_0                    X   3513045.831 Y   5279882.051 Z   398.660
    176 1_LO_W_0                    X   3513045.917 Y   5279882.293 Z   398.654
    177 1_LO_W_0                    X   3513045.621 Y   5279882.576 Z   398.664
    178 1_LO_W_0                    X   3513045.479 Y   5279882.565 Z   398.663
    179 1_LO_W_0                    X   3513045.168 Y   5279882.804 Z   398.682
    180 1_LO_W_0                    X   3513045.097 Y   5279882.929 Z   398.686
    181 1_LO_W_0                    X   3513045.143 Y   5279883.302 Z   398.688
    182 1_LO_W_0                    X   3513044.955 Y   5279883.533 Z   398.691
    183 1_LO_W_0                    X   3513044.540 Y   5279883.748 Z   398.690
    184 1_LO_W_0                    X   3513044.505 Y   5279883.893 Z   398.691
    185 1_LO_W_0                    X   3513044.191 Y   5279884.054 Z   398.679
    186 1_LO_W_0                    X   3513044.140 Y   5279884.157 Z   398.689
    187 1_LO_W_0                   X   3513044.293 Y   5279884.413 Z   398.694
    188 1_LO_W_0                    X   3513044.299 Y   5279884.645 Z   398.738
    189 1_LO_W_0                    X   3513044.297 Y   5279884.645 Z   398.737
    190 Rounded open object (line) with feature ID
    191 1_LO_W_103                  X   3513046.847 Y   5279881.819 Z   399.261
    192 1_LO_W_103                  X   3513046.422 Y   5279881.422 Z   399.338
    193 1_LO_W_103                  X   3513046.130 Y   5279881.186 Z   399.316
    194 1_LO_W_103                  X   3513045.855 Y   5279880.861 Z   399.315
    195 1_LO_W_103                  X   3513045.800 Y   5279880.625 Z   399.376
    196 1_LO_W_103                  X   3513045.665 Y   5279880.436 Z   399.452
    197 1_LO_W_103                  X   3513045.476 Y   5279880.472 Z   399.405
    198 1_LO_W_103                  X   3513045.476 Y   5279880.472 Z   399.405
    199 Open object (line) with straight edges and no feature ID
    200 1_LI_W_0                    X   3513043.350 Y   5279868.595 Z   399.064
    201 1_LI_W_0                    X   3513042.754 Y   5279869.237 Z   399.106
    202 1_LI_W_0                    X   3513042.246 Y   5279869.744 Z   399.118
    203 1_LI_W_0                    X   3513041.857 Y   5279870.081 Z   399.123
    204 1_LI_W_0                    X   3513041.499 Y   5279869.773 Z   399.135
    205 1_LI_W_0                    X   3513041.140 Y   5279869.436 Z   399.132
    206 1_LI_W_0                    X   3513041.146 Y   5279869.437 Z   399.133
    207 Open object (line) with straight edges and feature ID
    208 1_LI_W_104                  X   3513038.430 Y   5279872.154 Z   399.129
    209 1_LI_W_104                  X   3513038.552 Y   5279872.279 Z   399.132
    210 1_LI_W_104                  X   3513038.723 Y   5279872.278 Z   399.108
    211 1_LI_W_104                  X   3513038.821 Y   5279872.140 Z   399.129
    212 1_LI_W_104                  X   3513038.837 Y   5279871.985 Z   399.129
    213 1_LI_W_104                  X   3513038.776 Y   5279871.875 Z   399.149
    214 1_LI_W_104                  X   3513038.775 Y   5279871.875 Z   399.149
    215 Open uncertain object (line) with no feature ID
    216 1_US_W_0                    X   3513045.855 Y   5279881.310 Z   398.728
    217 1_US_W_0                    X   3513045.809 Y   5279881.414 Z   398.732
    218 1_US_W_0                    X   3513045.881 Y   5279881.503 Z   398.726
    218 1_US_W_0                    X   3513045.770 Y   5279881.631 Z   398.712
    220 1_US_W_0                    X   3513045.711 Y   5279881.716 Z   398.704
    221 1_US_W_0                    X   3513045.645 Y   5279881.760 Z   398.715
    222 1_US_W_0                    X   3513045.588 Y   5279881.830 Z   398.723
    223 1_US_W_0                    X   3513045.528 Y   5279881.882 Z   398.715
    224 1_US_W_0                    X   3513045.451 Y   5279881.936 Z   398.717
    225 1_US_W_0                    X   3513045.354 Y   5279882.052 Z   398.731
    226 1_US_W_0                    X   3513045.274 Y   5279882.132 Z   398.707
    227 1_US_W_0                    X   3513045.194 Y   5279882.207 Z   398.745
    228 1_US_W_0                    X   3513045.119 Y   5279882.294 Z   398.724
    229 1_US_W_0                    X   3513044.956 Y   5279882.471 Z   398.717
    230 1_US_W_0                    X   3513044.812 Y   5279882.589 Z   398.733
    231 1_US_W_0                    X   3513044.746 Y   5279882.681 Z   398.739
    232 1_US_W_0                    X   3513044.602 Y   5279882.828 Z   398.759
    233 1_US_W_0                    X   3513044.396 Y   5279882.962 Z   398.727
    234 1_US_W_0                    X   3513044.241 Y   5279883.163 Z   398.715
    235 1_US_W_0                    X   3513044.131 Y   5279883.242 Z   398.725
    236 1_US_W_0                    X   3513044.027 Y   5279883.368 Z   398.731
    237 1_US_W_0                   X   3513043.930 Y   5279883.459 Z   398.754
    238 1_US_W_0                    X   3513043.833 Y   5279883.548 Z   398.736
    239 1_US_W_0                    X   3513043.722 Y   5279883.667 Z   398.739
    240 1_US_W_0                    X   3513043.638 Y   5279883.773 Z   398.736
    241 1_US_W_0                    X   3513043.532 Y   5279883.887 Z   398.733
    242 1_US_W_0                    X   3513043.656 Y   5279884.081 Z   398.709
    243 1_US_W_0                    X   3513043.919 Y   5279884.358 Z   398.726
    244 1_US_W_0                    X   3513044.198 Y   5279884.758 Z   398.779
    245 1_US_W_0                    X   3513044.200 Y   5279884.758 Z   398.779
    246 Open uncertain object (line) with feature ID
    247 1_US_W_104                  X   3513045.573 Y   5279879.117 Z   399.284
    248 1_US_W_104                  X   3513045.299 Y   5279878.865 Z   399.448
    249 1_US_W_104                  X   3513045.114 Y   5279878.657 Z   399.537
    250 1_US_W_104                  X   3513045.575 Y   5279878.151 Z   399.530
    251 1_US_W_104                  X   3513045.989 Y   5279877.742 Z   399.546
    252 1_US_W_104                  X   3513046.214 Y   5279877.924 Z   399.523
    253 1_US_W_104                  X   3513046.494 Y   5279878.184 Z   399.390
    254 1_US_W_104                  X  3513046.497 Y   5279878.180 Z   399.389
    255 Artefact locations without IDs
    256 1_AU_FZ_0                   X   3513040.585 Y   5279881.854 Z   399.102
    257 1_AG_FZ_0                   X   3513048.410 Y   5279873.696 Z   399.100
    258 1_BR_FZ_0                   X   3513048.116 Y   5279874.035 Z   399.103
    259 1_CK_FZ_0                   X   3513047.542 Y   5279874.628 Z   399.103
    260 1_FE_FZ_0                   X   3513046.908 Y   5279875.294 Z   399.105
    261 1_GL_FZ_0                   X   3513046.304 Y   5279875.924 Z   399.103
    262 1_HK_FZ_0                   X   3513045.707 Y   5279876.567 Z   399.099
    263 1_HZ_FZ_0                   X   3513045.149 Y   5279877.161 Z   399.097
    264 1_KE_FZ_0                   X   3513044.576 Y   5279877.767 Z   399.097
    265 1_KN_FZ_0                   X   3513044.019 Y   5279878.369 Z   399.096
    266 1_MU_FZ_0                   X   3513043.474 Y   5279878.961 Z   399.093
    267 1_PB_FZ_0                   X   3513042.951 Y   5279879.490 Z   399.095
    268 1_SG_FZ_0                   X   3513042.446 Y   5279880.020 Z   399.093
    269 1_ST_FZ_0                   X   3513041.959 Y   5279880.517 Z   399.092
    270 1_SX_FZ_0                   X   3513041.434 Y   5279881.080 Z   399.099
    271 1_ZI_FZ_0                   X   3513040.969 Y   5279881.467 Z   399.101
    272 Artefact locations with IDs
    273 1_AU_FZ_110                 X   3513047.973 Y   5279872.838 Z   399.400
    274 1_AG_FZ_111                 X   3513047.409 Y   5279873.409 Z   399.407
    275 1_BR_FZ_112                 X   3513046.911 Y   5279873.934 Z   399.402
    276 1_CK_FZ_113                 X   3513046.440 Y   5279874.428 Z   399.403
    277 1_FE_FZ_114                 X   3513045.997 Y   5279874.886 Z   399.338
    278 1_GL_FZ_115                 X   3513045.734 Y   5279875.170 Z   399.431
    279 1_HK_FZ_116                 X   3513045.217 Y   5279875.739 Z   399.406
    280 1_HZ_FZ_117                 X   3513044.701 Y   5279876.277 Z   399.330
    280 1_HZ_FZ_117                 X   3513044.701 Y   5279876.277 Z   399.330
    281 1_KE_FZ_118                 X   3513044.450 Y   5279876.500 Z   399.404
    282 1_KN_FZ_119                 X   3513044.197 Y   5279876.814 Z   399.392
    283 1_MU_FZ_120                 X   3513043.759 Y   5279877.249 Z   399.423
    284 1_PB_FZ_121                 X   3513043.342 Y   5279877.710 Z   399.389
    285 1_SG_FZ_122                 X   3513043.100 Y   5279878.000 Z   399.375
    286 1_ST_FZ_123                 X   3513042.773 Y   5279878.287 Z   399.387
    287 1_SX_FZ_124                 X   3513042.384 Y   5279878.688 Z   399.420
    288 1_ZI_FZ_125                 X   3513041.917 Y   5279879.207 Z   399.420
    289 Control points
    290 1_FG_P_0                    X   3513039.601 Y   5279881.625 Z   399.375
    291 1_FG_200                    X   3513039.099 Y   5279882.141 Z   399.325
    292 (Optional control point - no comment)
    293 Topsoil surface
    294 1_HO_P_0                    X   3513041.411 Y   5279879.736 Z   399.425
    295 Levelling
    296 1_NI_P_0                    X   3513040.845 Y   5279880.319 Z   399.440
    297 Text/Note
    298 (unsure how to process code "TI". Add text to field "AUX"?
    297 1_TI_Testplan_0             X   3513043.456 Y   5279871.035 Z   399.435
    298 Cross section points with no ID
    299 1_PR_A_0                    X   3513043.301 Y   5279872.328 Z   399.103
    300 1_PR_B_0                    X   3513042.661 Y   5279873.043 Z   399.077
    298 Cross section points with ID
    299 1_PR_A_10                   X   3513044.301 Y   5279873.328 Z   399.103
    300 1_PR_B_10                   X   3513043.661 Y   5279874.043 Z   399.077
